 condition,  answer,  response,  correct,  RT,  N/T  disimilarity,N/N  disimilarity,  x1,  y1,  x2,y2,  orientation 
 vs,  yes,  yes,  1,  993.059,  0.90,  0.20,  0.50,  0.36,  -0.70,  0.56,  0 
 vs,  yes,  yes,  1,  2745.292,  0.30,  0.25,  0.60,  -0.28,  -0.60,  -0.03,  0 
 vs,  yes,  yes,  1,  1649.226,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  yes,  1,  1567.026,  0.50,  0.15,  0.70,  -0.35,  -0.60,  -0.20,  0 
 vs,  yes,  yes,  1,  600.132,  0.50,  0.40,  0.60,  0.05,  -0.50,  0.45,  0 
 vs,  no,  no,  1,  1751.577,  0.20,  0.00,  0.60,  0.10,  -0.50,  0.10,  0 
 vs,  yes,  yes,  1,  2185.346,  0.50,  0.20,  0.70,  -0.33,  -0.50,  -0.13,  0 
 vs,  yes,  yes,  1,  697.983,  0.30,  0.30,  0.60,  -0.09,  -0.50,  0.21,  0 
 vs,  yes,  yes,  1,  1158.086,  0.40,  0.35,  0.60,  -0.14,  -0.70,  0.21,  0 
 vs,  yes,  yes,  1,  1735.720,  0.50,  0.25,  0.60,  -0.38,  -0.70,  -0.12,  0 
 vs,  no,  no,  1,  2369.526,  0.50,  0.25,  0.60,  -0.38,  -0.70,  -0.12,  0 
 vs,  yes,  yes,  1,  1626.903,  0.50,  0.20,  0.70,  -0.33,  -0.50,  -0.13,  0 
 vs,  no,  no,  1,  2833.960,  0.90,  0.20,  0.50,  0.36,  -0.70,  0.56,  0 
 vs,  no,  no,  1,  2112.129,  0.50,  0.40,  0.50,  -0.45,  -0.60,  -0.05,  0 
 vs,  yes,  yes,  1,  1308.091,  0.50,  0.25,  0.60,  0.12,  -0.50,  0.38,  0 
 vs,  yes,  yes,  1,  823.121,  0.50,  0.40,  0.60,  0.05,  -0.50,  0.45,  0 
 vs,  yes,  yes,  1,  1389.953,  0.60,  0.10,  0.50,  0.27,  -0.60,  0.37,  0 
 vs,  yes,  yes,  1,  1686.293,  0.50,  0.10,  0.70,  -0.30,  -0.70,  -0.20,  0 
 vs,  no,  no,  1,  2146.749,  0.40,  0.25,  0.70,  0.09,  -0.60,  0.34,  0 
 vs,  yes,  yes,  1,  1189.356,  0.60,  0.05,  0.60,  0.30,  -0.70,  0.35,  0 
 vs,  yes,  yes,  1,  773.641,  0.40,  0.25,  0.70,  0.09,  -0.60,  0.34,  0 
 vs,  yes,  yes,  1,  1686.488,  0.40,  0.25,  0.70,  0.09,  -0.60,  0.34,  0 
 vs,  yes,  yes,  1,  1426.936,  0.60,  0.05,  0.60,  0.30,  -0.70,  0.35,  0 
 vs,  yes,  yes,  1,  849.983,  0.50,  0.30,  0.70,  0.10,  -0.50,  0.40,  0 
 vs,  yes,  yes,  1,  1383.512,  0.40,  0.40,  0.60,  -0.31,  -0.60,  0.09,  0 
 vs,  no,  no,  1,  2279.197,  0.20,  0.00,  0.60,  0.10,  -0.50,  0.10,  0 
 vs,  no,  no,  1,  1620.488,  0.50,  0.20,  0.50,  -0.35,  -0.60,  -0.15,  0 
 vs,  yes,  yes,  1,  1931.611,  0.50,  0.25,  0.60,  -0.38,  -0.70,  -0.12,  0 
 vs,  yes,  yes,  1,  750.816,  0.30,  0.30,  0.60,  -0.20,  -0.60,  0.10,  0 
 vs,  yes,  yes,  1,  912.324,  0.50,  0.05,  0.60,  -0.28,  -0.70,  -0.23,  0 
 vs,  yes,  yes,  1,  1043.849,  0.50,  0.05,  0.60,  0.23,  -0.60,  0.28,  0 
 vs,  yes,  yes,  1,  714.126,  0.50,  0.05,  0.60,  -0.28,  -0.70,  -0.23,  0 
 vs,  yes,  yes,  1,  1813.564,  0.40,  0.40,  0.50,  -0.33,  -0.60,  0.07,  0 
 vs,  no,  no,  1,  2189.426,  0.50,  0.00,  0.60,  -0.25,  -0.60,  -0.25,  0 
 vs,  no,  no,  1,  1718.006,  0.50,  0.00,  0.70,  0.25,  -0.70,  0.25,  0 
 vs,  no,  no,  1,  2209.152,  0.50,  0.20,  0.70,  -0.33,  -0.50,  -0.13,  0 
 vs,  yes,  no,  0,  2065.085,  0.30,  0.30,  0.60,  -0.20,  -0.60,  0.10,  0 
 vs,  no,  no,  1,  2165.205,  0.50,  0.10,  0.60,  -0.32,  -0.70,  -0.22,  0 
 vs,  no,  no,  1,  3030.509,  0.90,  0.20,  0.50,  0.36,  -0.70,  0.56,  0 
 vs,  yes,  yes,  1,  910.099,  0.40,  0.40,  0.60,  -0.31,  -0.60,  0.09,  0 
 vs,  yes,  yes,  1,  2713.627,  0.50,  0.20,  0.60,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  1029.737,  0.50,  0.25,  0.60,  0.12,  -0.50,  0.38,  0 
 vs,  yes,  yes,  1,  1108.647,  0.20,  0.15,  0.70,  -0.14,  -0.50,  0.01,  0 
 vs,  no,  no,  1,  2727.596,  0.30,  0.25,  0.60,  -0.28,  -0.60,  -0.03,  0 
 vs,  no,  no,  1,  3099.019,  0.50,  0.30,  0.70,  0.10,  -0.50,  0.40,  0 
 vs,  yes,  yes,  1,  871.294,  0.50,  0.15,  0.60,  0.17,  -0.60,  0.33,  0 
 vs,  yes,  yes,  1,  1476.130,  0.40,  0.25,  0.70,  0.09,  -0.60,  0.34,  0 
 vs,  no,  no,  1,  2073.160,  0.50,  0.20,  0.60,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  1918.432,  0.90,  0.20,  0.50,  0.36,  -0.70,  0.56,  0 
 vs,  yes,  yes,  1,  2289.675,  0.40,  0.40,  0.60,  -0.31,  -0.60,  0.09,  0 
 vs,  no,  no,  1,  2398.279,  0.20,  0.00,  0.60,  0.10,  -0.50,  0.10,  0 
 vs,  no,  no,  1,  1613.726,  0.30,  0.00,  0.70,  0.16,  -0.60,  0.16,  0 
 vs,  yes,  yes,  1,  605.425,  0.40,  0.25,  0.70,  0.09,  -0.60,  0.34,  0 
 vs,  yes,  yes,  1,  916.844,  0.60,  0.05,  0.60,  0.30,  -0.70,  0.35,  0 
 vs,  yes,  yes,  1,  1039.065,  0.20,  0.00,  0.60,  0.10,  -0.50,  0.10,  0 
 vs,  no,  no,  1,  2117.328,  0.50,  0.25,  0.60,  0.12,  -0.50,  0.38,  0 
 vs,  yes,  yes,  1,  1192.584,  0.80,  0.05,  0.60,  0.36,  -0.50,  0.41,  0 
 vs,  yes,  yes,  1,  544.883,  0.60,  0.05,  0.60,  0.30,  -0.70,  0.35,  0 
 vs,  no,  no,  1,  2282.996,  0.40,  0.40,  0.50,  -0.33,  -0.60,  0.07,  0 
 vs,  yes,  yes,  1,  1327.675,  0.90,  0.20,  0.50,  0.36,  -0.70,  0.56,  0 
 vs,  yes,  yes,  1,  834.634,  0.50,  0.20,  0.50,  -0.35,  -0.60,  -0.15,  0 
 vs,  yes,  yes,  1,  1504.826,  0.50,  0.10,  0.60,  -0.32,  -0.70,  -0.22,  0 
 vs,  yes,  yes,  1,  1380.540,  0.50,  0.30,  0.60,  -0.40,  -0.60,  -0.10,  0 
 vs,  no,  no,  1,  1429.626,  0.50,  0.10,  0.70,  -0.30,  -0.70,  -0.20,  0 
 vs,  yes,  yes,  1,  2028.586,  0.50,  0.30,  0.60,  -0.40,  -0.60,  -0.10,  0 
 vs,  yes,  yes,  1,  1699.852,  0.50,  0.25,  0.60,  0.12,  -0.50,  0.38,  0 
 vs,  yes,  yes,  1,  743.630,  0.60,  0.10,  0.50,  0.27,  -0.60,  0.37,  0 
 vs,  no,  no,  1,  2145.168,  0.50,  0.30,  0.60,  -0.40,  -0.60,  -0.10,  0 
 vs,  yes,  yes,  1,  1059.768,  0.50,  0.00,  0.70,  0.25,  -0.70,  0.25,  0 
 vs,  no,  no,  1,  2081.356,  0.60,  0.05,  0.60,  0.30,  -0.70,  0.35,  0 
 vs,  no,  no,  1,  1414.610,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  yes,  1,  494.338,  0.70,  0.35,  0.60,  0.19,  -0.50,  0.54,  0 
 vs,  no,  no,  1,  1330.362,  0.50,  0.25,  0.60,  -0.38,  -0.70,  -0.12,  0 
 vs,  no,  no,  1,  3029.401,  0.50,  0.25,  0.60,  -0.38,  -0.70,  -0.12,  0 
 vs,  yes,  yes,  1,  924.277,  0.50,  0.30,  0.60,  -0.40,  -0.60,  -0.10,  0 
 vs,  yes,  yes,  1,  1247.107,  0.50,  0.00,  0.60,  -0.25,  -0.60,  -0.25,  0 
 vs,  yes,  yes,  1,  813.538,  0.40,  0.40,  0.50,  -0.33,  -0.60,  0.07,  0 
 vs,  yes,  no,  0,  1940.972,  0.40,  0.40,  0.50,  -0.33,  -0.60,  0.07,  0 
 vs,  no,  no,  1,  2310.385,  0.30,  0.30,  0.60,  -0.20,  -0.60,  0.10,  0 
 vs,  yes,  yes,  1,  730.364,  0.50,  0.05,  0.60,  0.23,  -0.60,  0.28,  0 
 vs,  yes,  yes,  1,  1501.129,  0.50,  0.35,  0.60,  0.07,  -0.60,  0.43,  0 
 vs,  yes,  yes,  1,  600.925,  0.50,  0.40,  0.60,  0.05,  -0.50,  0.45,  0 
 vs,  yes,  yes,  1,  1704.374,  0.40,  0.35,  0.60,  -0.14,  -0.70,  0.21,  0 
 vs,  yes,  yes,  1,  1282.610,  0.50,  0.15,  0.70,  -0.35,  -0.60,  -0.20,  0 
 vs,  yes,  yes,  1,  806.965,  0.50,  0.05,  0.60,  0.23,  -0.60,  0.28,  0 
 vs,  yes,  yes,  1,  1718.422,  0.50,  0.15,  0.50,  -0.33,  -0.50,  -0.17,  0 
 vs,  no,  no,  1,  2473.558,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  no,  no,  1,  2198.961,  0.50,  0.35,  0.60,  0.07,  -0.60,  0.43,  0 
 vs,  no,  no,  1,  1470.895,  0.50,  0.15,  0.70,  -0.35,  -0.60,  -0.20,  0 
 vs,  yes,  yes,  1,  1227.959,  0.50,  0.30,  0.70,  0.10,  -0.50,  0.40,  0 
 vs,  yes,  yes,  1,  970.941,  0.90,  0.20,  0.50,  0.36,  -0.70,  0.56,  0 
 vs,  yes,  yes,  1,  2243.187,  0.50,  0.25,  0.60,  -0.38,  -0.70,  -0.12,  0 
 vs,  yes,  yes,  1,  1745.772,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  yes,  1,  1132.261,  0.30,  0.00,  0.70,  0.16,  -0.60,  0.16,  0 
 vs,  yes,  yes,  1,  1270.533,  0.50,  0.10,  0.60,  0.20,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  1067.569,  0.50,  0.10,  0.60,  0.20,  -0.70,  0.30,  0 
 vs,  no,  no,  1,  2464.473,  0.60,  0.10,  0.50,  0.27,  -0.60,  0.37,  0 
 vs,  no,  no,  1,  2270.488,  0.50,  0.00,  0.70,  0.25,  -0.70,  0.25,  0 
 vs,  yes,  yes,  1,  2403.782,  0.30,  0.30,  0.60,  -0.09,  -0.50,  0.21,  0 
 vs,  yes,  yes,  1,  923.841,  0.50,  0.20,  0.60,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  1262.723,  0.70,  0.35,  0.60,  0.19,  -0.50,  0.54,  0 
 vs,  yes,  yes,  1,  1148.413,  0.80,  0.05,  0.60,  0.36,  -0.50,  0.41,  0 
 vs,  no,  no,  1,  2054.660,  0.30,  0.30,  0.60,  -0.09,  -0.50,  0.21,  0 
 vs,  yes,  yes,  1,  2596.522,  0.70,  0.35,  0.60,  0.19,  -0.50,  0.54,  0 
 vs,  yes,  yes,  1,  1181.309,  0.20,  0.15,  0.70,  -0.14,  -0.50,  0.01,  0 
 vs,  yes,  yes,  1,  1694.237,  0.30,  0.00,  0.70,  0.16,  -0.60,  0.16,  0 
 vs,  no,  no,  1,  1778.720,  0.50,  0.00,  0.60,  -0.25,  -0.60,  -0.25,  0 
 vs,  yes,  yes,  1,  1787.889,  0.20,  0.00,  0.60,  0.10,  -0.50,  0.10,  0 
 vs,  yes,  yes,  1,  1444.352,  0.50,  0.10,  0.70,  -0.30,  -0.70,  -0.20,  0 
 vs,  yes,  yes,  1,  1762.741,  0.50,  0.35,  0.60,  0.07,  -0.60,  0.43,  0 
 vs,  yes,  yes,  1,  1988.559,  0.60,  0.05,  0.60,  0.30,  -0.70,  0.35,  0 
 vs,  yes,  yes,  1,  1885.115,  0.40,  0.40,  0.60,  -0.31,  -0.60,  0.09,  0 
 vs,  no,  no,  1,  2121.624,  0.50,  0.35,  0.60,  0.07,  -0.60,  0.43,  0 
 vs,  yes,  yes,  1,  1388.892,  0.30,  0.25,  0.60,  -0.28,  -0.60,  -0.03,  0 
 vs,  yes,  yes,  1,  1629.238,  0.40,  0.40,  0.50,  -0.33,  -0.60,  0.07,  0 
 vs,  yes,  yes,  1,  651.719,  0.50,  0.40,  0.50,  -0.45,  -0.60,  -0.05,  0 
 vs,  no,  no,  1,  1737.174,  0.30,  0.30,  0.60,  -0.20,  -0.60,  0.10,  0 
 vs,  yes,  yes,  1,  715.626,  0.50,  0.40,  0.60,  0.05,  -0.50,  0.45,  0 
 vs,  yes,  yes,  1,  598.440,  0.50,  0.10,  0.60,  -0.32,  -0.70,  -0.22,  0 
 vs,  no,  no,  1,  1709.893,  0.40,  0.40,  0.60,  -0.31,  -0.60,  0.09,  0 
 vs,  no,  no,  1,  1985.697,  0.40,  0.40,  0.50,  -0.33,  -0.60,  0.07,  0 
 vs,  yes,  yes,  1,  1106.239,  0.50,  0.15,  0.60,  0.17,  -0.60,  0.33,  0 
 vs,  yes,  yes,  1,  869.889,  0.30,  0.00,  0.70,  0.16,  -0.60,  0.16,  0 
 vs,  yes,  yes,  1,  754.707,  0.50,  0.00,  0.70,  0.25,  -0.70,  0.25,  0 
 vs,  yes,  yes,  1,  636.188,  0.40,  0.35,  0.60,  -0.14,  -0.70,  0.21,  0 
 vs,  yes,  yes,  1,  714.297,  0.50,  0.20,  0.50,  -0.35,  -0.60,  -0.15,  0 
 vs,  yes,  yes,  1,  853.812,  0.30,  0.30,  0.60,  -0.20,  -0.60,  0.10,  0 
 vs,  yes,  yes,  1,  1083.326,  0.40,  0.35,  0.60,  -0.14,  -0.70,  0.21,  0 
 vs,  yes,  yes,  1,  2007.609,  0.50,  0.20,  0.50,  -0.35,  -0.60,  -0.15,  0 
 vs,  no,  no,  1,  1743.485,  0.50,  0.15,  0.60,  0.17,  -0.60,  0.33,  0 
 vs,  yes,  yes,  1,  1066.014,  0.40,  0.40,  0.60,  -0.31,  -0.60,  0.09,  0 
 vs,  no,  no,  1,  2198.870,  0.50,  0.10,  0.70,  -0.30,  -0.70,  -0.20,  0 
 vs,  yes,  yes,  1,  1918.828,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  no,  no,  1,  2257.997,  0.50,  0.15,  0.50,  -0.33,  -0.50,  -0.17,  0 
 vs,  no,  no,  1,  1312.003,  0.50,  0.00,  0.70,  0.25,  -0.70,  0.25,  0 
 vs,  yes,  yes,  1,  1851.674,  0.50,  0.10,  0.70,  -0.30,  -0.70,  -0.20,  0 
 vs,  yes,  yes,  1,  1129.509,  0.50,  0.05,  0.60,  -0.28,  -0.70,  -0.23,  0 
 vs,  yes,  yes,  1,  1076.423,  0.50,  0.35,  0.60,  0.07,  -0.60,  0.43,  0 
 vs,  yes,  yes,  1,  2289.372,  0.40,  0.25,  0.70,  0.09,  -0.60,  0.34,  0 
 vs,  yes,  yes,  1,  1142.051,  0.50,  0.10,  0.60,  0.20,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  1288.302,  0.30,  0.30,  0.60,  -0.20,  -0.60,  0.10,  0 
 vs,  yes,  yes,  1,  516.628,  0.50,  0.30,  0.70,  0.10,  -0.50,  0.40,  0 
 vs,  yes,  yes,  1,  1503.366,  0.50,  0.20,  0.70,  -0.33,  -0.50,  -0.13,  0 
 vs,  yes,  yes,  1,  995.109,  0.50,  0.10,  0.60,  0.20,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  1659.311,  0.50,  0.15,  0.50,  -0.33,  -0.50,  -0.17,  0 
 vs,  yes,  yes,  1,  1217.167,  0.50,  0.05,  0.60,  -0.28,  -0.70,  -0.23,  0 
 vs,  yes,  yes,  1,  552.150,  0.50,  0.15,  0.50,  -0.33,  -0.50,  -0.17,  0 
 vs,  no,  no,  1,  1529.553,  0.50,  0.10,  0.70,  -0.30,  -0.70,  -0.20,  0 
 vs,  yes,  yes,  1,  1740.584,  0.50,  0.10,  0.70,  -0.30,  -0.70,  -0.20,  0 
 vs,  no,  no,  1,  1798.418,  0.50,  0.15,  0.70,  -0.35,  -0.60,  -0.20,  0 
 vs,  yes,  yes,  1,  1022.896,  0.50,  0.30,  0.70,  0.10,  -0.50,  0.40,  0 
 vs,  no,  no,  1,  1509.159,  0.50,  0.10,  0.60,  0.20,  -0.70,  0.30,  0 
 vs,  no,  no,  1,  1400.260,  0.40,  0.35,  0.60,  -0.14,  -0.70,  0.21,  0 
 vs,  yes,  no,  0,  1543.944,  0.50,  0.15,  0.60,  0.17,  -0.60,  0.33,  0 
 vs,  no,  no,  1,  2489.222,  0.70,  0.35,  0.60,  0.19,  -0.50,  0.54,  0 
 vs,  yes,  yes,  1,  1037.946,  0.80,  0.05,  0.60,  0.36,  -0.50,  0.41,  0 
 vs,  yes,  yes,  1,  780.207,  0.80,  0.05,  0.60,  0.36,  -0.50,  0.41,  0 
 vs,  yes,  yes,  1,  685.022,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  no,  no,  1,  2201.171,  0.30,  0.25,  0.60,  -0.28,  -0.60,  -0.03,  0 
 vs,  yes,  yes,  1,  937.125,  0.50,  0.25,  0.60,  -0.38,  -0.70,  -0.12,  0 
 vs,  no,  no,  1,  1187.355,  0.50,  0.05,  0.60,  -0.28,  -0.70,  -0.23,  0 
 vs,  yes,  yes,  1,  907.632,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  yes,  1,  815.179,  0.50,  0.10,  0.60,  0.20,  -0.70,  0.30,  0 
